actor_1,actor_2,country,date_aired,episodes,genre,network,rating,reviews,tag,title,users,watchers
Iwata Takanori,Sato Kanta,Japan,"Apr 23, 2016 - Jun 25, 2016",10,"Action,  Friendship,  Youth",NTV,8.3,3,"Delinquent, Street Fight, Gang, Yakuza, Bromance",HiGH&LOW SEASON 2,643,1320
Sun Yi,Allen Deng,China,"Mar  2, 2017 - Apr  4, 2017",56,"Friendship,  Business,  Romance,  Drama,  Family,  Melodrama",Hunan TV,8.2,27,"Car Accident, Selfish Mother, Naive Female Lead, Sibling Rivalry, Adoption, Male Chases Female First, Obsessive Second Lead, Evil Stepmother, Family Pressure, Misunderstanding",Because of You,2704,7271
Yoon Kye Sang,Ha Ji Won,South Korea,"Nov 29, 2019 - Jan 18, 2020",16,"Romance,  Medical,  Melodrama","jTBC, Netflix, Netflix, Netflix, Netflix",8.2,43,"Hospice Care, Cooking, Healing, Slow Burn Romance, Tragic Past, Trauma, First Love, Compassionate Female Lead, Nice Male Lead, Death",Chocolate,4290,9478
Yang Rong,Johnny Bai,China,"Nov 14, 2016 - Nov 22, 2016",12,"Action,  Suspense,  Friendship,  Mystery,  Romance,  Crime,  Detective,  Investigation","iQiyi, iQiyi",8.3,1,"Forensic Pathologist, Criminal Psychologist, Independent Female Lead, Smart Female Lead, Forensics, Smart Male Lead, Rape, Web Series, Amnesia, Adapted From A Novel",Memory Lost 2,1121,2563
Kamishiraishi Mone,Sato Takeru,Japan,"Jan 14, 2020 - Mar 17, 2020",10,"Comedy,  Romance,  Medical",Paravi,8.4,2,"Fortune Cat, Bartender, Misunderstanding, Adapted From A Manga",Mada Mada Koi wa Tsuzuku yo Doko Made mo,256,597
Jang Dong Gun,Park Hyung Shik,South Korea,"Apr 25, 2018 - Jun 14, 2018",16,"Action,  Business,  Law,  Life,  Drama",KBS2,8.2,18,"Minimal Romance, Workplace, Western Series Remake, Bromance, Office Romance, Mnemonist, Hidden Personality, Fake Lawyer, Office Worker, Lawyer",Suits,3601,12182
Yahagi Honoka,Furukawa Yuuki,Japan,"Dec  1, 2014 - Mar 23, 2015",16,"Comedy,  Romance,  Drama",Fuji TV,8.2,15,"Supportive Mother-in-law, Secondary Couple, Nurse, Doctor, Jealousy, Smart Male Lead, Cheerful Girl, Obsession, College Life, Marriage",Itazura na Kiss: Love In Tokyo 2,9665,16779
Kim Seon Ho,Lee Yi Kyung,South Korea,"Mar 25, 2019 - May 14, 2019",16,"Friendship,  Comedy,  Romance,  Life,  Youth,  Drama","jTBC, Viki",8.2,15,"Multiple Mains, Housemates, First Love, Bromance, Childhood Friends, Misunderstanding, Chef, Poor Female Lead, Sharehouse, Slow Burn Romance",Eulachacha Waikiki 2,3271,8052
Sakurai Yuki,Shiraishi Sei,Japan,"Jul 27, 2019 - Sep 14, 2019",8,Drama,NHK,8.5,2,"Idol Fangirl, Entertainment Industry, Stalker, Otaku, Obsession",Dakara Watashi wa Oshimashita,194,497
Kimura Takuya,Ayase Haruka,Japan,"May 23, 2009 - Jul 11, 2009",8,"Mystery,  Psychological,  Comedy,  Crime,  Detective,  Investigation",TBS,8.2,10,"Eccentric Male Lead, Police, SMAP, Team Work, Funny Character, Forensics, Police Procedural, Neuroscientist, KAT-TUN, Smart Male Lead",MR. BRAIN,4215,7394
Ma Dong Seok,Seo In Guk,South Korea,"Jun 17, 2016 - Aug  6, 2016",16,"Comedy,  Drama,  Investigation",OCN,8.2,23,"Teamwork, Con Artist, Scheme, Bromance, Smart Protagonist, Smart Male Lead, Team Work, Corruption, Money-obsession, Tough Female Lead",38 Task Force,4869,12381
Oguri Shun,Nishijima Hidetoshi,Japan,"Apr 11, 2017 - Jun 13, 2017",10,"Action,  Thriller,  Drama,  Investigation",Fuji TV,8.3,7,"Terrorist, Crime, Mystery",Crisis: Kouan Kidou Sousatai Tokusou-han,745,1816
Neo Hou,Cheng Yi,China,"Jun  6, 2019 - Jul 12, 2019",40,"Action,  Adventure,  Friendship,  Mystery,  Youth,  Supernatural","iQiyi, iQiyi",8.4,7,"Bromance, Calm Second Male Lead, Nice Male Lead, Adapted From A Novel, Tomb Raiding, Smart Male Lead, Survival",The Lost Tomb 2,403,1376
Ji Chang Wook,Yoo Seung Ho,South Korea,"Jul  4, 2011 - Oct 10, 2011",29,"Action,  Friendship,  Historical,  Romance,  Martial Arts",SBS,8.2,32,"Sword-fight, Skilled Killer, Joseon Dynasty, Bromance, Martial Arts School, Adapted From A Manhwa, Frenemy, Prince Sado, Friends To Enemies",Warrior Baek Dong Soo,3662,10464
Inoue Mao,Yajima Kenichi,Japan,"Apr  4, 2011 - Oct  1, 2011",156,"Historical,  Romance,  Life,  School,  Drama,  Family,  War",NHK,8.6,1,"Married Lead, Historical Fiction, Pacific War, World War 2, Morning Drama, Asadora, Teacher, Unrequited Love",Ohisama,154,1008
Harada Tomoyo,Tanaka Kei,Japan,"Apr 14, 2019 - Jun 16, 2019",10,"Mystery,  Romance,  Crime,  Investigation",NTV,8.3,2,"Neighbors, Death Game, Murder, Married Couple, Older Woman/Younger Man, Age Gap, Death",Anata no Ban Desu,509,1494
Inukai Atsuhiro,Akaso Eiji,Japan,"Sep  3, 2017 - Aug 26, 2018",49,"Action,  Tokusatsu,  Sci-Fi",TV Asahi,8.3,2,"Bromance, Superhero, Genius, Human Experimentation, Father-Son Relationship, Alien",Kamen Rider Build,585,1131
Sorimachi Takashi,Matsushima Nanako,Japan,"Jul  7, 1998 - Sep 22, 1998",12,"Comedy,  School,  Drama",Fuji TV,8.2,10,"Persistent Teacher, Teacher, High School, Delinquent, Adapted From A Manga, Nikkan Daily Sports Drama GP, Slight Romance, Strong Male Lead, Smart Male Lead, Nudity",GTO,3339,6028
Seo Hyun Jin,Ra Mi Ran,South Korea,"Dec 16, 2019 - Feb  4, 2020",16,"Life,  School,  Drama",tvN,8.3,12,"Slice Of Life, School Problems, Personal Growth, Smart Female Lead, Workplace, Team Work, Mentor, Strong Female Lead, Teacher, Hardworking Female Lead",Black Dog,831,2747
Kobayashi Kaoru,Ayata Toshiki,Japan,"Oct 21, 2016 - Dec 23, 2016",10,"Food,  Comedy,  Life,  Drama",Netflix,8.3,2,"Episodic Format, Life Lesson, Nice Male Lead, Unrequited Love, Adapted From A Manga, Food",Shinya Shokudo - Tokyo Stories,602,1285
Yonekura Ryoko,Tanaka Kei,Japan,"Oct 18, 2012 - Dec 13, 2012",8,"Drama,  Medical",TV Asahi,8.3,9,"Smart Female Lead, Hospital, Surgeon, Strong Female Lead, Doctor, Sismance",Doctor X,1610,3199
Yeon Woo Jin,Han Groo,South Korea,"Jul  4, 2014 - Aug 23, 2014",16,"Comedy,  Romance,  Drama,  Family",tvN,8.2,84,"Contract Relationship, Bickering Couple, Pretend Relationship, Cold Man/Warm Woman, Controlling Parent, Steamy Kiss, Cold Man, Love–Hate Relationship, Rich Male Lead, Eccentric Female Lead","Marriage, Not Dating",18229,32057
Xing Zhao Lin,Liang Jie,China,"Jul 10, 2017 - Aug 15, 2017",24,"Historical,  Comedy,  Romance,  Wuxia,  Fantasy",Tencent Video,8.2,50,"Body Swap, Time Travel, Adapted From A Novel, Arranged Marriage, Love Triangle, Enemies To Lovers, Crossworlds Traveler, Loss Of Love, Loss Of Power, Strong Male Characters",The Eternal Love,5531,10611
Lu Yi,Zanilia Zhao,China,"Sep 27, 2016 - Oct 21, 2016",45,"Military,  Historical,  Romance,  War",JSTV,8.3,13,"Smart Female Lead, Chinese Republican Era, Secret Mission, Drawing, Secret, Secret Organization, Fight, World War 2, Undercover Agent, Smart Male Lead",Rookie Agent Rouge,893,3022
Jin Dong,Bai Bai He,China,"Apr 17, 2017 - May 11, 2017",44,"Action,  Romance,  Life,  Medical,  Melodrama,  Mature",BTV,8.3,8,"Past Scar, Trainee Doctor, Retired, Secondary Couple, Car Accident, Long Lost Sibling, Golf, Arrogant Female, Time Skip, Strong Male Lead",Surgeons,1029,2827
Sakai Masato,Aragaki Yui,Japan,"Apr 17, 2012 - Jun 26, 2012",11,"Comedy,  Law",Fuji TV,8.3,6,"Attorney, KAT-TUN, Smart Male Lead, Eccentric Male Lead, Law",Legal High,1839,4490
Xu Shao hua,Zhang Jin Lai,China,"Oct  1, 1986 - Nov 30, 1987",25,"Adventure,  Fantasy",CCTV,8.6,1,Journey To The West,Journey to the West,156,349
Michael Pattaradet Sa-nguankwamdee,Mook Mookda Narinrak,Thailand,"Sep 22, 2019 - Nov  1, 2019",16,"Action,  Romance,  Crime,  Drama,  Fantasy",Channel 7,8.4,4,"Kidnapping, Older Man/Younger Woman, Police In Action, Sexy Male Lead, Fiery Romance, Bandits, Child Abduction, Gun Violence, Mischevious Female Lead, Magical Power",Suparburoot Jorm Jon: Maturot Lohgan,348,842
Kamenashi Kazuya,Narimiya Hiroki,Japan,"Jan 16, 2016 - Mar 19, 2016",10,"Action,  Friendship,  Comedy,  Crime,  Detective",NTV,8.3,15,"Eccentric Male Lead, Idol Actor, KAT-TUN, Bromance, Nikkan Daily Sports Drama GP, Strong Female Characters, Smart Female Lead, Hacker, Corruption, Strong Female Lead",Kaitou Yamaneko,1902,5240
Kim Jae Hyun,Lee Seung Hyub,South Korea,"Apr  4, 2019 - May  9, 2019",10,"Friendship,  Comedy,  School",vLive,8.5,2,"Miniseries, High School, Web Series, Idol Actor, Bromance, N.Flying, Calm Male Lead, Eccentric Male Lead",All-Boys High,220,629
Ueno Juri,Katori Shingo,Japan,"Jan 17, 2016 - Mar 20, 2016",10,"Comedy,  Life,  Drama,  Family",TBS,8.3,3,"SMAP, Mother-Daughter Relationship, Father-Son Relationship, Marriage, Single By Choice, Female Infertility, Divorced Female Lead, Old Bachelor Male Lead, Ex-husband Returns, Recomposed Family",Family's Form,765,1739
Kubota Masataka,Honda Tsubasa,Japan,"Apr  8, 2019 - Jun 17, 2019",11,"Mystery,  Drama,  Medical",Fuji TV,8.3,6,"Secret, Cold Woman, Doctor, Hospital, Childhood Friends, Unrequited Love, Adapted From A Manga",Radiation House,505,1388
Seven Tan,Dylan Xiong,China,"Jul 30, 2017 - Aug 24, 2017",36,"Friendship,  Comedy,  Romance,  School,  Youth,  Sports",Hunan TV,8.3,34,"Nice Male Lead, Replacement Bride, Fluffy, Childhood Acquaintance, Charming Male Lead, Adapted From A Web Novel, Smart Female Lead, Arranged Relationship, Guy Chases Girl First, Rivalry",My Mr. Mermaid,3296,7752
Okada Junichi,Takenaka Naoto,Japan,"Jan  5, 2014 - Dec 21, 2014",50,,NHK,8.8,3,"V6, Nikkan Daily Sports Drama GP, Azuchi–Momoyama Period, Taiga, Sengoku Period, Idol Actor",Gunshi Kanbei,116,786
Song Yoon Ah,Yoon Chan Young,South Korea,"Aug  2, 2014 - Oct 19, 2014",24,"Romance,  Drama,  Family,  Melodrama",MBC,8.3,5,"Painter, Artist, Single Mother, Hot-tempered Female Lead, Return To Hometown, Bittersweet Ending, Housewife, Single Parent, Mother-Son Relationship, Older Woman/Younger Man",Mama,593,2375
Jo Jung Suk,Gong Hyo Jin,South Korea,"Aug 24, 2016 - Nov 10, 2016",24,"Friendship,  Comedy,  Romance,  Family",SBS,8.2,55,"Love Triangle, Bromance, Steamy Kiss, Arrogant Male Lead, Eccentric Female Lead, Unrequited Love, Low Self-esteem Protagonist, Office Romance, Second Lead Syndrome, Hate To Love",Jealousy Incarnate,10764,24024
Tak Woo Suk,Yeon Seung Ho,South Korea,"Nov 23, 2017",5,"Action,  Romance,  Crime,  Drama",Naver TV Cast,8.3,29,"Gay Relationship, Gay Character, Gangster, Hidden Identity, LGBTQ+, Sexual Content, Skilled Killer, Miniseries, Web Series, Steamy Kiss",Long Time No See,4955,12546
Shin Se Kyung,Cha Eun Woo,South Korea,"Jul 17, 2019 - Sep 26, 2019",40,"Historical,  Comedy,  Romance,  Drama,  Political","MBC, Netflix, Netflix, Netflix, Netflix",8.2,33,"Joseon Dynasty, Strong Female Characters, Sismance, Older Woman/Younger Man, Mature Protagonist, Nice Male Lead, Strong Female Lead, Hardworking Female Lead, Opposites Attract, Secret",Rookie Historian Goo Hae Ryung,5672,13173
Ishihara Satomi,Matsushita Nao,Japan,"Oct 16, 2014 - Dec 18, 2014",10,"Comedy,  Romance,  Drama,  Family,  Melodrama",Fuji TV,8.3,9,"Autoimmune Disease, First Love Returns, Brothers Love Same Woman, Low Self-esteem Protagonist, Female Centered Plot, Office Worker, Sibling Rivalry, Infidelity, Mother-Daughter Relationship, Sisterhood",Dear Sister,2528,5669
Choi Min Ho,Lee Yoo Bi,South Korea,"Aug 28, 2017 - Sep  8, 2017",10,"Comedy,  Romance,  Fantasy","jTBC, Naver TV Cast",8.3,13,"Time Travel, High School, Miniseries, Student, Attempted Suicide, Orthopedic Surgeon, Death, Web Series, First Love, School Bullying",Somehow 18,3277,8451
,,South Korea,"Jun 29, 2017 - Aug 12, 2017",12,"Friendship,  Romance,  Life,  School,  Drama","Naver TV Cast, vLive",8.3,4,"Multiple Mains, Multiple Couples, Miniseries, Older Woman/Younger Man, Male Chases Female First, Web Series, College Life, Older Man/Younger Woman, Unrequited Love, First Time",Love Playlist: Season 2,1527,3099
Aragaki Yui,Hoshino Gen,Japan,"Oct 11, 2016 - Dec 20, 2016",11,"Food,  Romance,  Life,  Family",TBS,8.3,23,"Marriage Of Convenience, Housekeeper, Adapted From A Manga, Boss/Employee Relationship, Age Gap, Inferiority Complex, Strong Female Lead, Nikkan Daily Sports Drama GP, Contract Marriage, Contract Relationship",Nigeru wa Haji da ga Yaku ni Tatsu,4014,8287
Bai Lu,Xing Zhao Lin,China,"Sep 25, 2019 - Oct 18, 2019",24,"Comedy,  Romance,  Youth","iQiyi, iQiyi",8.3,32,"Rich Male Lead, Boss/Employee Relationship, Male Chases Female First, Multiple Couples, Character Development, First Love, Game Developer, Game Designer, Cheating, Rich Man/Poor Woman",Lucky's First Love,4017,8829
Go Ah Ra,Kim Myung Soo,South Korea,"May 21, 2018 - Jul 16, 2018",16,"Friendship,  Comedy,  Law,  Romance,  Life,  Drama",jTBC,8.2,30,"Sassy Female Lead, Social Commentary, Social Problems, Bromance, Colleagues, Smart Male Lead, Strong Female Lead, Slow Romance, Slow Burn Romance, First Love",Miss Hammurabi,5846,15796
Song Chang Eui,Lee Sang Woo,South Korea,"Mar 20, 2010 - Nov  7, 2010",63,"Romance,  Family",SBS,8.3,8,"Gay Character, Gay Relationship, Huge Family",Life is Beautiful,782,3082
Nadine Lustre,James Reid,Philippines,"Aug 10, 2015 - Feb 26, 2016",145,"Comedy,  Romance,  Drama,  Family",ABS-CBN,8.4,2,"Immigrant, Marriage Of Convenience, Family Conflict, Secondary Couple, Family Drama, Time Skip, Nature, Seaside, Family Relationship, Healing",On the Wings of Love,376,966
Koshiba Fuka,Kurashina Kana ,Japan,"Jan 18, 2019 - Mar  1, 2019",7,"Comedy,  Life",NHK,8.5,2,"Otaku, Geek, Slice Of Life, Adapted From A Manga, Disapproving Parent, Hidden Personality, Eccentric Female Lead, Superhero, Tokusatsu, Friendship",Tokusatsu Gagaga,222,602
Han Ji Min,Kim Hye Ja,South Korea,"Feb 11, 2019 - Mar 19, 2019",12,"Friendship,  Comedy,  Romance,  Life,  Drama,  Family,  Melodrama","jTBC, Viki",8.3,32,"Life Lesson, Family Relationship, Time Loop, Father-Daughter Relationship, Time Manipulation, Mother-Daughter Relationship, Poor Male Lead, Double Identity, Poor Female Lead, First Love",The Light in Your Eyes,3523,10227
Tsumabuki Satoshi,Nagayama Eita,Japan,"Jul  9, 2014 - Sep 24, 2014",11,Family,Fuji TV,8.3,13,"Sibling, Slice Of Life",Wakamono Tachi,688,2312
Jang Hyuk,Jang Na Ra,South Korea,"Jul  2, 2014 - Sep  4, 2014",20,"Business,  Comedy,  Romance,  Drama,  Family,  Melodrama",MBC,8.2,87,"Rich Man/Poor Woman, Eccentric Male Lead, Pregnancy, Contract Relationship, Rich Male Lead, Naive Female Lead, Marriage, One-night Stand, Nice Female Lead, Hardworking Female Lead",Fated to Love You,20320,36334
Tsumabuki Satoshi,Shibasaki Ko,Japan,"Apr 11, 2004 - Jun 20, 2004",11,"Friendship,  Romance,  Life,  Youth",TBS,8.3,19,"Deafness, Deaf, Disability, College Life, Based On A Manga, Music",Orange Days,2291,5396
Park Yoo Chun,Park Min Young,South Korea,"Aug 30, 2010 - Nov  2, 2010",20,"Friendship,  Historical,  Comedy,  Romance,  Life,  Family",KBS2,8.2,68,"Cross-Dressing, Second Lead Syndrome, Bromance, Love Triangle, Hidden Identity, Historical Fiction, Nice Male Lead, Adapted From A Novel, Joseon Dynasty, Death Of A Parent",Sungkyunkwan Scandal,17044,30940
Kim Rae Won,Kim Ah Joong,South Korea,"Dec 15, 2014 - Feb 17, 2015",19,"Thriller,  Drama,  Political",SBS,8.3,14,"Prosecutor, Corruption, Terminal Illness, Morally Ambiguous Lead, Strong Female Lead, Strong Female Characters",Punch,1270,4702
Ichihara Hayato,Ueda Tatsuya,Japan,"Oct 27, 2011 - Dec 22, 2011",9,"Friendship,  Thriller,  Family,  Investigation",TBS,8.3,4,"Wrongfully Accused, Fugitive, KAT-TUN, Prison Escape, Father-Daughter Relationship, Child Abuse, Tragic Past, Idol Actor, Prison",Runaway - Aisuru Kimi no Tame ni,591,1905
Zhang Tie Lin,Vicki Zhao,China,"Apr 21, 1999 - Jan 24, 2000",48,,Hunan TV,8.3,2,"Qianlong Emperor, Qing Dynasty, Sismance",Princess Pearl II,798,1490
Amami Yuki,Shida Mirai,Japan,"Jul  2, 2005 - Sep 17, 2005",11,"School,  Drama",NTV,8.3,12,"Elementary School, Teacher, Child Abuse",The Queen's Classroom,1014,2460
Kimura Yoshino,Ito Hideaki,Japan,"Apr 19, 2016 - Jun 14, 2016",9,"Suspense,  Thriller,  Psychological,  Crime,  Drama",Fuji TV,8.4,4,"Infidelity, Plot To Kill, Money-obsession, Kidnapping, Revenge",Boku no Yabai Tsuma,463,1171
Zanilia Zhao,Kenny Lin,China,"Jun  5, 2017 - Aug  1, 2017",67,"Action,  Historical,  Romance,  Wuxia,  Drama",Hunan TV,8.3,60,"Strong Female Lead, Revenge, Sassy Female Lead, Female Warrior, Power Struggle, Amnesia, Reverse-Harem, Female Lead Action Scenes, Adapted From A Novel, Master-Servant Relationship",Princess Agents,4126,9866
Seo In Guk,Nam Ji Hyun,South Korea,"Sep 21, 2016 - Nov 10, 2016",16,"Comedy,  Romance,  Life,  Drama",MBC,8.3,67,"Amnesia, Rich Male Lead, Clingy Male Lead, Hardworking Female Lead, Cohabitation, Rich Man/Poor Woman, Poor Female Lead, Airhead Male Lead, Heir, Nice Female Lead",Shopping King Louie,15753,30176
Kim Dong Wook,Park Se Young,South Korea,"Apr  8, 2019 - May 28, 2019",32,"Action,  Business,  Comedy,  Drama",MBC,8.3,6,"Strong Friendship, Righteous Male Lead, Eccentric Character, Social Problems, Boss/Employee Relationship, Satire, Slight Romance, Team Work, Power Struggle, Teacher/student",Special Labor Inspector Jo,741,2460
Lee Sun Kyun,Jung Ryeo Won,South Korea,"Dec 16, 2019 - Feb 11, 2020",16,"Law,  Life,  Drama",jTBC,8.3,5,"Slice Of Life, Social Commentary, Comedy, Strong Female Lead, Sismance, Nice Male Lead, Adapted From A Novel, Bromance, Character Development, Everyday Lives",Diary of a Prosecutor,789,2690
James Jirayu Tangsrisuk,Natapohn Tameeruks,Thailand,"Jun 25, 2018 - Aug  7, 2018",14,"Romance,  Drama",Channel 3,8.3,14,"Rich Female Lead, Nice Male Lead, Spoiled Female Lead, Manipulative Character, Multiple Couples, Love–Hate Relationship, Marriage, Hate To Love, Male Chases Female First, Family Conflict",Game Sanaeha,1224,2725
Mark Prin Suparat,Mew Nittha Jirayungyurn,Thailand,"Apr 21, 2020 - Jun  9, 2020",15,"Business,  Comedy,  Romance",Channel 3,8.3,28,"Female Chases Male First, Love–Hate Relationship, Forced Marriage, Supportive Mother-in-law, Bickering Couple, First Love, Unrequited Love, Bromance, Adapted From A Novel, Flirty Female Lead",My Husband in Law,1206,3589
Xu Kai,Sandrine Pinna,China,"Nov 12, 2019 - Dec  5, 2019",37,"Action,  Comedy,  Romance,  Wuxia,  Fantasy","iQiyi, iQiyi",8.3,17,"Xianxia, Older Woman/Younger Man, Student/Teacher Relationship, Bromance, Slapstick, Adapted From A Novel, Eccentric Female Lead, Sassy Female Lead, Smart Male Lead, Eccentric Male Lead",Once Upon a Time in Lingjian Mountain,990,2910
Cecilia Liu,Eddie Peng,China,"Oct  1, 2014 - Nov 27, 2014",35,"Action,  Adventure,  Historical,  Romance,  Wuxia,  Drama",Hunan TV,8.3,25,"Love Triangle, Unrequited Love, Strong Female Lead, Second Lead Syndrome, Male Chases Female First, Adapted From A Novel, Badass Female Lead, Disability, Possessive Male Lead, General",Sound of the Desert,1948,5088
Sato Ryuta,Baruto Kaito,Japan,"Mar  4, 2018 - Mar 18, 2018",3,"Comedy,  Life,  Family",NHK,8.5,3,"Interracial, Father-Daughter Relationship, Twins, Adapted From A Manga, Gay Character, Single Parent, Discrimination, LGBTQ+, Homophobia",My Brother's Husband,238,1210
Lee Jong Suk,Kim Woo Bin,South Korea,"Dec  3, 2012 - Jan 28, 2013",16,"Friendship,  Life,  School,  Youth,  Drama",KBS2,8.3,59,"High School, Bromance, Student, Teacher, School Bullying, Teachers And Students, Slight Romance, Strong Friendship, Cold Man/Warm Woman, Friendship",School 2013,17064,33746
Jung Kyung Ho,Kim So Yeon,South Korea,"Apr  3, 2015 - May 23, 2015",16,"Business,  Comedy,  Romance,  Drama,  Melodrama",jTBC,8.3,64,"Hate To Love, Eccentric Male Lead, Male Chases Female First, Hardworking Female Lead, Mean Male Lead, Smart Female Lead, Orphan Male Lead, Strong Female Lead, Hot-tempered Male Lead, Cold-Hearted Male",Falling for Innocence,11993,23937
Leo Wu,Jelly Lin,China,"Sep  3, 2018 - Oct 25, 2018",45,"Action,  Adventure,  Romance,  Wuxia,  Martial Arts,  Fantasy",Hunan TV,8.3,17,"Fantasy World, Childhood Friends, Badass Male Lead, Competent Protagonist, Strong Female Characters, Master-Slave Relationship, Supernatural Power, Secret Crush, Secret, Badass Female Lead",Fights Break Sphere: Season 1,1444,4760
Tanaka Kei,Hayashi Kento,Japan,"Apr 21, 2018 - Jun  2, 2018",7,"Friendship,  Business,  Comedy,  Romance",TV Asahi,8.3,19,"Gay Relationship, Office Romance, Gay Character, Bisexual Male Lead, Cohabitation, Sexual Harassment, LGBTQ+, Friends To Lovers, Obsessive Second Lead, Boss/Employee Relationship",Ossan's Love,2014,4719
